filename,symmetry_score,label
fake_10122.npy,41.1765,fake
fake_10123.npy,36.5735,fake
fake_10124.npy,47.9265,fake
fake_10125.npy,44.3676,fake
fake_10126.npy,60.1912,fake
fake_10127.npy,46.5882,fake
fake_10128.npy,41.1029,fake
fake_10129.npy,39.4706,fake
fake_1013.npy,50.1618,fake
fake_10130.npy,43.8088,fake
fake_10131.npy,41.7059,fake
fake_10132.npy,37.3529,fake
fake_10133.npy,40.1912,fake
fake_10134.npy,54.5588,fake
fake_10135.npy,44.1618,fake
fake_10136.npy,42.5,fake
fake_10137.npy,52.5147,fake
fake_10138.npy,45.6471,fake
fake_10139.npy,53.7794,fake
fake_1014.npy,41.2206,fake
fake_10140.npy,42.8676,fake
fake_10141.npy,42.5882,fake
fake_10142.npy,47.3676,fake
fake_10143.npy,53.7206,fake
fake_10144.npy,43.0294,fake
fake_10145.npy,38.0147,fake
fake_10146.npy,51.5,fake
fake_10147.npy,42.2206,fake
fake_10148.npy,42.4559,fake
fake_10149.npy,41.9412,fake
fake_1015.npy,43.3824,fake
fake_10150.npy,60.1765,fake
fake_10151.npy,42.25,fake
fake_10152.npy,41.3088,fake
fake_10153.npy,78.0882,fake
fake_10154.npy,49.6029,fake
fake_10155.npy,37.7794,fake
fake_10156.npy,48.4118,fake
fake_10157.npy,42.2059,fake
fake_10158.npy,45.2059,fake
fake_10159.npy,42.0294,fake
fake_10160.npy,42.7941,fake
fake_10161.npy,39.3676,fake
fake_10162.npy,44.6765,fake
fake_10163.npy,49.6029,fake
fake_10164.npy,42.4412,fake
fake_10165.npy,42.2059,fake
fake_10166.npy,37.0294,fake
fake_10167.npy,40.0441,fake
fake_10168.npy,48.8971,fake
fake_10169.npy,56.8971,fake
fake_1017.npy,38.7941,fake
fake_10170.npy,38.1471,fake
fake_10171.npy,40.3382,fake
fake_10173.npy,37.7647,fake
fake_10174.npy,48.5,fake
fake_10175.npy,44.7353,fake
fake_10176.npy,43.7941,fake
fake_10177.npy,42.6912,fake
fake_10178.npy,58.6618,fake
fake_10179.npy,55.3971,fake
fake_1018.npy,48.7941,fake
fake_10180.npy,61.0882,fake
fake_10181.npy,41.3529,fake
fake_10182.npy,39.1765,fake
fake_10183.npy,38.8824,fake
fake_10184.npy,58.6029,fake
fake_10185.npy,46.8676,fake
fake_10186.npy,43.9706,fake
fake_10187.npy,43.2794,fake
fake_10188.npy,40.9559,fake
fake_10189.npy,38.2059,fake
fake_1019.npy,52.8676,fake
fake_10190.npy,43.6912,fake
fake_10191.npy,48.5,fake
fake_10192.npy,47.8529,fake
fake_10193.npy,42.2794,fake
fake_10194.npy,52.6029,fake
fake_10195.npy,45.3971,fake
fake_10196.npy,56.1471,fake
fake_10197.npy,48.9853,fake
fake_10198.npy,41.6324,fake
fake_10199.npy,55.6176,fake
fake_1020.npy,46.5441,fake
fake_10200.npy,38.0735,fake
fake_10201.npy,41.3971,fake
fake_10202.npy,44.8529,fake
fake_10203.npy,50.5294,fake
fake_10204.npy,58.6471,fake
fake_10205.npy,47.1471,fake
fake_10206.npy,43.8824,fake
fake_10207.npy,43.4412,fake
fake_10208.npy,41.5147,fake
fake_10209.npy,40.2647,fake
fake_1021.npy,47.3235,fake
fake_10210.npy,42.3088,fake
fake_10211.npy,47.2794,fake
fake_10212.npy,42.8676,fake
fake_10213.npy,55.5735,fake
fake_10214.npy,48.2794,fake
fake_10215.npy,43.5147,fake
fake_10216.npy,40.8529,fake
fake_10217.npy,42.5441,fake
fake_10218.npy,45.5294,fake
fake_10219.npy,53.4412,fake
fake_1022.npy,40.5147,fake
fake_10220.npy,39.6765,fake
fake_10221.npy,45.1618,fake
fake_10222.npy,49.1765,fake
fake_10223.npy,43.9853,fake
fake_10224.npy,40.8529,fake
fake_10225.npy,49.4559,fake
fake_10226.npy,42.7206,fake
fake_10227.npy,58.4853,fake
fake_10228.npy,48.2206,fake
fake_10229.npy,49.6912,fake
fake_1023.npy,51.1324,fake
fake_10230.npy,41.3382,fake
fake_10231.npy,48.7353,fake
fake_10232.npy,45.7941,fake
fake_10233.npy,50.9412,fake
fake_10234.npy,140.3676,fake
fake_10235.npy,47.3529,fake
fake_10236.npy,42.3529,fake
fake_10237.npy,57.8382,fake
fake_10238.npy,46.7206,fake
fake_10239.npy,40.4853,fake
fake_1024.npy,46.7353,fake
fake_10240.npy,46.7647,fake
fake_10241.npy,64.8382,fake
fake_10242.npy,43.6324,fake
fake_10243.npy,38.8529,fake
fake_10244.npy,38.0294,fake
fake_10245.npy,37.0588,fake
fake_10246.npy,45.5588,fake
fake_10247.npy,55.25,fake
fake_10248.npy,41.4853,fake
fake_10249.npy,42.0147,fake
fake_1025.npy,39.1618,fake
fake_10250.npy,44.8676,fake
fake_10251.npy,51.3088,fake
fake_10252.npy,41.1324,fake
fake_10253.npy,44.2647,fake
fake_10254.npy,44.6029,fake
fake_10255.npy,47.6176,fake
fake_10256.npy,43.7647,fake
fake_10257.npy,45.7647,fake
fake_10258.npy,51.4706,fake
fake_10259.npy,56.3529,fake
fake_1026.npy,50.3529,fake
fake_10260.npy,63.2647,fake
fake_10261.npy,48.0441,fake
fake_10262.npy,39.9706,fake
fake_10263.npy,51.0441,fake
fake_10264.npy,49.2794,fake
fake_10266.npy,41.3529,fake
fake_10267.npy,42.6618,fake
fake_10268.npy,68.2059,fake
fake_10269.npy,43.8088,fake
fake_1027.npy,43.7647,fake
fake_10270.npy,46.9412,fake
fake_10271.npy,43.4559,fake
fake_10272.npy,54.7059,fake
fake_10273.npy,41.6176,fake
fake_10274.npy,45.5,fake
fake_10275.npy,37.0882,fake
fake_10276.npy,40.8529,fake
fake_10277.npy,47.4118,fake
fake_10278.npy,44.1471,fake
fake_10279.npy,39.6324,fake
fake_1028.npy,45.8676,fake
fake_10280.npy,41.1029,fake
fake_10281.npy,47.7206,fake
fake_10282.npy,59.2647,fake
fake_10283.npy,55.5882,fake
fake_10284.npy,59.8235,fake
fake_10285.npy,44.3235,fake
fake_10286.npy,40.5588,fake
fake_10287.npy,39.0735,fake
fake_10288.npy,52.8088,fake
fake_10289.npy,46.4706,fake
fake_1029.npy,42.7206,fake
fake_10290.npy,45.1765,fake
fake_10291.npy,47.0,fake
fake_10292.npy,40.2353,fake
fake_10293.npy,40.0294,fake
fake_10294.npy,40.25,fake
fake_10295.npy,39.8676,fake
fake_10296.npy,40.7794,fake
fake_10297.npy,52.6765,fake
fake_10298.npy,32.4265,fake
fake_10299.npy,42.8971,fake
fake_103.npy,33.2353,fake
fake_1030.npy,45.4853,fake
fake_10300.npy,40.8824,fake
fake_10301.npy,48.5735,fake
fake_10302.npy,43.5588,fake
fake_10303.npy,42.8529,fake
fake_10305.npy,39.2353,fake
fake_10306.npy,50.6029,fake
fake_10307.npy,57.8529,fake
fake_10308.npy,46.25,fake
fake_10309.npy,48.4412,fake
fake_1031.npy,54.3382,fake
fake_10310.npy,44.3676,fake
fake_10311.npy,43.7647,fake
fake_10312.npy,43.3529,fake
fake_10313.npy,44.8824,fake
fake_10314.npy,44.9265,fake
fake_10315.npy,41.2794,fake
fake_10316.npy,42.2647,fake
fake_10317.npy,45.0735,fake
fake_10318.npy,58.6029,fake
fake_10319.npy,52.2941,fake
fake_1032.npy,40.7647,fake
fake_10320.npy,48.3824,fake
fake_10321.npy,42.5882,fake
fake_10322.npy,40.6618,fake
fake_10323.npy,39.4706,fake
fake_10324.npy,41.5441,fake
fake_10325.npy,51.8529,fake
fake_10326.npy,53.2353,fake
fake_10327.npy,43.2059,fake
fake_10328.npy,42.7206,fake
fake_10329.npy,43.5147,fake
fake_1033.npy,43.5588,fake
fake_10330.npy,41.9706,fake
fake_10331.npy,46.0147,fake
fake_10332.npy,44.0294,fake
fake_10333.npy,42.5735,fake
fake_10334.npy,42.8971,fake
fake_10335.npy,52.6471,fake
fake_10336.npy,46.4412,fake
fake_10338.npy,41.9412,fake
fake_10339.npy,49.3824,fake
fake_1034.npy,41.8529,fake
fake_10340.npy,44.5441,fake
fake_10341.npy,41.5147,fake
fake_10342.npy,42.6618,fake
fake_10343.npy,39.9853,fake
fake_10344.npy,42.3088,fake
fake_10345.npy,39.3088,fake
fake_10346.npy,55.5735,fake
fake_10347.npy,56.1176,fake
fake_10348.npy,43.3824,fake
fake_10349.npy,44.6765,fake
fake_1035.npy,50.9559,fake
fake_10350.npy,49.3235,fake
fake_10351.npy,43.9706,fake
fake_10352.npy,46.8529,fake
fake_10353.npy,66.4118,fake
fake_10354.npy,159.6029,fake
fake_10355.npy,42.6912,fake
fake_10356.npy,43.6324,fake
fake_10357.npy,43.3088,fake
fake_10358.npy,40.4706,fake
fake_10359.npy,44.8088,fake
fake_1036.npy,36.8676,fake
fake_10360.npy,44.2206,fake
fake_10361.npy,42.7059,fake
fake_10362.npy,35.6765,fake
fake_10363.npy,48.3824,fake
fake_10364.npy,50.0147,fake
fake_10365.npy,50.9706,fake
fake_10366.npy,50.7059,fake
fake_10367.npy,47.0294,fake
fake_10369.npy,49.1912,fake
fake_1037.npy,39.6471,fake
fake_10370.npy,48.9412,fake
fake_10371.npy,58.2206,fake
fake_10372.npy,51.5294,fake
fake_10373.npy,52.5882,fake
fake_10374.npy,41.9853,fake
fake_10375.npy,37.4265,fake
fake_10376.npy,38.7647,fake
fake_10377.npy,39.5441,fake
fake_10378.npy,40.1618,fake
fake_10379.npy,44.3382,fake
fake_1038.npy,42.0441,fake
fake_10380.npy,42.8529,fake
fake_10381.npy,47.7353,fake
fake_10383.npy,43.8382,fake
fake_10384.npy,38.5735,fake
fake_10385.npy,53.2353,fake
fake_10386.npy,52.5,fake
fake_10388.npy,39.7941,fake
fake_10389.npy,45.1324,fake
fake_1039.npy,61.5882,fake
fake_10391.npy,54.3088,fake
fake_10392.npy,44.7794,fake
fake_10393.npy,36.0882,fake
fake_10394.npy,39.3971,fake
fake_10395.npy,43.0882,fake
fake_10396.npy,42.0588,fake
fake_10397.npy,44.7206,fake
fake_10398.npy,53.3382,fake
fake_10399.npy,43.6176,fake
fake_104.npy,31.3529,fake
fake_1040.npy,46.6029,fake
fake_10400.npy,52.4706,fake
fake_10401.npy,43.6912,fake
fake_10402.npy,39.4559,fake
fake_10403.npy,43.6471,fake
fake_10404.npy,50.1912,fake
fake_10405.npy,40.3382,fake
fake_10406.npy,43.5882,fake
fake_10407.npy,43.8235,fake
fake_10408.npy,49.0882,fake
fake_10409.npy,49.1618,fake
fake_1041.npy,50.6618,fake
fake_10410.npy,52.6912,fake
fake_10411.npy,45.7206,fake
fake_10412.npy,43.2941,fake
fake_10413.npy,48.6324,fake
fake_10414.npy,46.5882,fake
fake_10416.npy,39.8088,fake
fake_10417.npy,43.4853,fake
fake_10418.npy,37.2647,fake
fake_10419.npy,39.4412,fake
fake_1042.npy,45.7206,fake
fake_10420.npy,41.8382,fake
fake_10421.npy,41.0,fake
fake_10422.npy,49.9559,fake
fake_10423.npy,40.6324,fake
fake_10424.npy,64.0294,fake
fake_10425.npy,42.25,fake
fake_10426.npy,45.2647,fake
fake_10427.npy,42.6029,fake
fake_10428.npy,47.4412,fake
fake_10429.npy,45.7647,fake
fake_10430.npy,42.3382,fake
fake_10431.npy,44.5735,fake
fake_10432.npy,42.2647,fake
fake_10433.npy,40.0882,fake
fake_10434.npy,40.1618,fake
fake_10435.npy,44.8971,fake
fake_10436.npy,43.8382,fake
fake_10437.npy,45.5588,fake
fake_10438.npy,43.1618,fake
fake_10439.npy,45.0147,fake
fake_1044.npy,56.8235,fake
fake_10440.npy,47.5588,fake
fake_10442.npy,42.9853,fake
fake_10443.npy,57.6618,fake
fake_10444.npy,48.4706,fake
fake_10445.npy,39.5,fake
fake_10446.npy,42.1324,fake
fake_10447.npy,41.0,fake
fake_10448.npy,42.2059,fake
fake_10449.npy,46.3382,fake
fake_1045.npy,59.6471,fake
fake_10450.npy,41.0882,fake
fake_10451.npy,44.2353,fake
fake_10452.npy,45.25,fake
fake_10453.npy,48.9559,fake
fake_10454.npy,49.4265,fake
fake_10455.npy,52.3824,fake
fake_10456.npy,42.2647,fake
fake_10457.npy,36.6618,fake
fake_10458.npy,44.9265,fake
fake_10459.npy,46.1765,fake
fake_1046.npy,43.9706,fake
fake_10460.npy,40.9265,fake
fake_10461.npy,47.5441,fake
fake_10462.npy,40.4412,fake
fake_10463.npy,40.6029,fake
fake_10464.npy,41.4412,fake
fake_10465.npy,51.5294,fake
fake_10467.npy,38.5882,fake
fake_10468.npy,44.0588,fake
fake_10469.npy,44.5882,fake
fake_1047.npy,42.7353,fake
fake_10470.npy,40.2353,fake
fake_10471.npy,49.0147,fake
fake_10472.npy,60.5,fake
fake_10473.npy,52.25,fake
fake_10474.npy,43.2059,fake
fake_10475.npy,41.4265,fake
fake_10476.npy,47.6324,fake
fake_10477.npy,44.4265,fake
fake_10478.npy,41.4706,fake
fake_10479.npy,44.1471,fake
fake_1048.npy,39.5441,fake
fake_10480.npy,46.2206,fake
fake_10481.npy,50.75,fake
fake_10482.npy,55.8529,fake
fake_10483.npy,41.1765,fake
fake_10484.npy,44.1029,fake
fake_10485.npy,41.6176,fake
fake_10486.npy,47.1029,fake
fake_10488.npy,42.8529,fake
fake_10489.npy,42.7647,fake
fake_1049.npy,47.9265,fake
fake_10490.npy,42.9853,fake
fake_10491.npy,40.1176,fake
fake_10492.npy,41.8971,fake
fake_10493.npy,50.7353,fake
fake_10494.npy,57.5147,fake
fake_10495.npy,51.5735,fake
fake_10496.npy,39.8971,fake
fake_10497.npy,52.6618,fake
fake_10498.npy,48.4265,fake
fake_10499.npy,41.1176,fake
fake_105.npy,35.1618,fake
fake_1050.npy,46.9559,fake
fake_10500.npy,51.3088,fake
fake_10501.npy,39.1471,fake
fake_10502.npy,60.8676,fake
fake_10503.npy,60.5294,fake
fake_10504.npy,52.1176,fake
fake_10505.npy,44.8529,fake
fake_10506.npy,47.0441,fake
fake_10508.npy,54.9706,fake
fake_10509.npy,42.6176,fake
fake_1051.npy,55.0294,fake
fake_10510.npy,145.9706,fake
fake_10511.npy,44.9706,fake
fake_10512.npy,49.0294,fake
fake_10513.npy,45.8088,fake
fake_10514.npy,48.0147,fake
fake_10515.npy,42.7353,fake
fake_10516.npy,40.0147,fake
fake_10517.npy,44.2059,fake
fake_10518.npy,40.3676,fake
fake_10519.npy,45.3382,fake
fake_1052.npy,42.0882,fake
fake_10520.npy,42.2206,fake
fake_10521.npy,46.6912,fake
fake_10522.npy,52.7353,fake
fake_10523.npy,46.0441,fake
fake_10524.npy,41.0294,fake
fake_10525.npy,43.8676,fake
fake_10526.npy,46.8971,fake
fake_10527.npy,39.4559,fake
fake_10528.npy,39.7353,fake
fake_10529.npy,47.6618,fake
fake_1053.npy,44.6471,fake
fake_10530.npy,38.5294,fake
fake_10531.npy,53.9559,fake
fake_10532.npy,42.2647,fake
fake_10533.npy,39.25,fake
fake_10534.npy,40.25,fake
fake_10535.npy,44.4853,fake
fake_10536.npy,46.2353,fake
fake_10537.npy,52.1618,fake
fake_10538.npy,48.7647,fake
fake_10539.npy,39.5,fake
fake_1054.npy,49.7647,fake
fake_10540.npy,40.3382,fake
fake_10541.npy,37.9853,fake
fake_10542.npy,53.5294,fake
fake_10543.npy,50.8529,fake
fake_10544.npy,50.7941,fake
fake_10545.npy,43.2059,fake
fake_10546.npy,46.5294,fake
fake_10547.npy,52.1471,fake
fake_10548.npy,45.9265,fake
fake_10549.npy,53.2941,fake
fake_1055.npy,42.9706,fake
fake_10550.npy,42.5735,fake
fake_10551.npy,45.3235,fake
fake_10552.npy,44.0735,fake
fake_10553.npy,48.1471,fake
fake_10554.npy,43.2941,fake
fake_10555.npy,45.2353,fake
fake_10556.npy,46.7647,fake
fake_10557.npy,42.5588,fake
fake_10558.npy,39.0441,fake
fake_10559.npy,44.3824,fake
fake_1056.npy,44.2353,fake
fake_10560.npy,44.9265,fake
fake_10561.npy,47.6618,fake
fake_10562.npy,37.6176,fake
fake_10563.npy,84.1176,fake
fake_10564.npy,49.1765,fake
fake_10565.npy,43.5,fake
fake_10566.npy,66.0147,fake
fake_10567.npy,39.5882,fake
fake_10568.npy,51.6471,fake
fake_10569.npy,46.3676,fake
fake_1057.npy,42.1324,fake
fake_10570.npy,46.0,fake
fake_10571.npy,42.75,fake
fake_10572.npy,41.6176,fake
fake_10573.npy,39.3382,fake
fake_10574.npy,39.2059,fake
fake_10575.npy,47.5441,fake
fake_10576.npy,53.3235,fake
fake_10577.npy,43.7206,fake
fake_10578.npy,50.1471,fake
fake_10579.npy,57.0441,fake
fake_1058.npy,41.4265,fake
fake_10580.npy,38.6324,fake
fake_10581.npy,56.1618,fake
fake_10582.npy,41.4118,fake
fake_10583.npy,49.25,fake
fake_10586.npy,41.5,fake
fake_10587.npy,44.8382,fake
fake_10588.npy,51.8382,fake
fake_10589.npy,43.3382,fake
fake_1059.npy,45.7794,fake
fake_10590.npy,41.4412,fake
fake_10591.npy,42.5588,fake
fake_10592.npy,41.3382,fake
fake_10593.npy,52.0882,fake
fake_10594.npy,41.7353,fake
fake_10595.npy,37.9412,fake
fake_10596.npy,39.8382,fake
fake_10598.npy,45.5882,fake
fake_10599.npy,47.1324,fake
fake_106.npy,39.5735,fake
fake_1060.npy,46.4412,fake
fake_10601.npy,39.7059,fake
fake_10602.npy,40.4412,fake
fake_10603.npy,45.8676,fake
fake_10604.npy,40.2794,fake
fake_10605.npy,42.5588,fake
fake_10606.npy,38.8088,fake
fake_10607.npy,64.3088,fake
fake_10608.npy,57.5882,fake
fake_10609.npy,56.7941,fake
fake_1061.npy,55.0735,fake
fake_10610.npy,40.3235,fake
fake_10611.npy,53.25,fake
fake_10612.npy,43.1618,fake
fake_10613.npy,51.4118,fake
fake_10614.npy,46.0294,fake
fake_10615.npy,39.6765,fake
fake_10616.npy,39.4559,fake
fake_10617.npy,41.8676,fake
fake_10618.npy,56.1324,fake
fake_10619.npy,52.2647,fake
fake_1062.npy,53.3382,fake
fake_10620.npy,50.2647,fake
fake_10621.npy,41.4853,fake
fake_10622.npy,44.9559,fake
fake_10623.npy,43.5882,fake
fake_10624.npy,51.8088,fake
fake_10625.npy,61.3971,fake
fake_10626.npy,62.7794,fake
fake_10627.npy,41.2059,fake
fake_10628.npy,45.4118,fake
fake_10629.npy,43.4559,fake
fake_1063.npy,47.3971,fake
fake_10630.npy,89.3676,fake
fake_10631.npy,39.0147,fake
fake_10632.npy,39.8824,fake
fake_10633.npy,39.2059,fake
fake_10634.npy,41.8971,fake
fake_10635.npy,39.5588,fake
fake_10637.npy,43.8824,fake
fake_10638.npy,47.8529,fake
fake_10639.npy,39.8088,fake
fake_1064.npy,40.2941,fake
fake_10640.npy,40.0,fake
fake_10641.npy,40.25,fake
fake_10642.npy,45.5735,fake
fake_10643.npy,47.5882,fake
fake_10644.npy,43.7647,fake
fake_10645.npy,42.7794,fake
fake_10646.npy,39.1176,fake
fake_10647.npy,42.5441,fake
fake_10648.npy,47.9118,fake
fake_10649.npy,45.4118,fake
fake_1065.npy,42.9412,fake
fake_10650.npy,41.6176,fake
fake_10651.npy,44.0147,fake
fake_10652.npy,48.5441,fake
fake_10653.npy,44.7059,fake
fake_10654.npy,49.6471,fake
fake_10655.npy,71.8088,fake
fake_10656.npy,47.9706,fake
fake_10657.npy,44.2941,fake
fake_10658.npy,46.2059,fake
fake_10659.npy,44.1029,fake
fake_1066.npy,45.4853,fake
fake_10660.npy,47.0882,fake
fake_10661.npy,44.7353,fake
fake_10662.npy,35.6324,fake
fake_10663.npy,38.5147,fake
fake_10664.npy,46.0147,fake
fake_10665.npy,40.6912,fake
fake_10666.npy,68.1176,fake
fake_10667.npy,39.6765,fake
fake_10668.npy,38.9118,fake
fake_10669.npy,40.7353,fake
fake_1067.npy,43.3676,fake
fake_10670.npy,42.0,fake
fake_10671.npy,43.4412,fake
fake_10672.npy,40.1176,fake
fake_10673.npy,40.4265,fake
fake_10674.npy,40.0,fake
fake_10675.npy,71.5588,fake
fake_10676.npy,44.0294,fake
fake_10677.npy,42.6912,fake
fake_10678.npy,46.0441,fake
fake_10679.npy,49.6176,fake
fake_1068.npy,36.9559,fake
fake_10680.npy,37.2353,fake
fake_10681.npy,46.8235,fake
fake_10682.npy,45.7647,fake
fake_10683.npy,56.9853,fake
fake_10684.npy,58.8676,fake
fake_10685.npy,46.75,fake
fake_10686.npy,43.5441,fake
fake_10687.npy,63.1176,fake
fake_10688.npy,42.4853,fake
fake_10689.npy,48.2941,fake
fake_1069.npy,53.0147,fake
fake_10690.npy,40.8676,fake
fake_10691.npy,42.5294,fake
fake_10692.npy,39.5147,fake
fake_10693.npy,54.9853,fake
fake_10694.npy,49.6029,fake
fake_10695.npy,60.2794,fake
fake_10696.npy,37.7206,fake
fake_10697.npy,46.4118,fake
fake_10698.npy,41.5441,fake
fake_10699.npy,49.8088,fake
fake_107.npy,38.3676,fake
fake_1070.npy,39.9412,fake
fake_10700.npy,41.6618,fake
fake_10701.npy,43.4559,fake
fake_10702.npy,34.6324,fake
fake_10703.npy,49.2941,fake
fake_10704.npy,39.1912,fake
fake_10705.npy,44.1912,fake
fake_10706.npy,47.3529,fake
fake_10707.npy,45.0882,fake
fake_10708.npy,42.6324,fake
fake_10709.npy,45.3676,fake
fake_1071.npy,42.1471,fake
fake_10710.npy,55.2206,fake
fake_10711.npy,42.3824,fake
fake_10712.npy,50.7059,fake
fake_10713.npy,38.3824,fake
fake_10714.npy,39.2206,fake
fake_10715.npy,45.0588,fake
fake_10716.npy,39.0735,fake
fake_10717.npy,68.4559,fake
fake_10718.npy,47.1324,fake
fake_10719.npy,41.3824,fake
fake_1072.npy,43.3088,fake
fake_10720.npy,41.2647,fake
fake_10722.npy,48.3529,fake
fake_10723.npy,46.2353,fake
fake_10724.npy,43.6324,fake
fake_10725.npy,44.7941,fake
fake_10726.npy,40.7941,fake
fake_10727.npy,49.1324,fake
fake_10728.npy,54.6765,fake
fake_10729.npy,43.2353,fake
fake_1073.npy,45.0294,fake
fake_10730.npy,45.5735,fake
fake_10731.npy,48.9118,fake
fake_10732.npy,44.3088,fake
fake_10733.npy,126.9118,fake
fake_10734.npy,67.2206,fake
fake_10735.npy,38.9853,fake
fake_10736.npy,41.1618,fake
fake_10737.npy,39.1471,fake
fake_10738.npy,40.0441,fake
fake_10739.npy,47.6471,fake
fake_1074.npy,45.75,fake
fake_10740.npy,50.1618,fake
fake_10741.npy,43.25,fake
fake_10742.npy,41.0588,fake
fake_10743.npy,45.9265,fake
fake_10744.npy,39.75,fake
fake_10745.npy,52.6324,fake
fake_10746.npy,49.6765,fake
fake_10747.npy,52.6471,fake
fake_10748.npy,40.7206,fake
fake_10749.npy,46.0735,fake
fake_1075.npy,52.75,fake
fake_10750.npy,44.6029,fake
fake_10751.npy,43.3676,fake
fake_10752.npy,36.1618,fake
fake_10753.npy,37.8676,fake
fake_10754.npy,44.0735,fake
fake_10755.npy,47.4853,fake
fake_10757.npy,40.2059,fake
fake_10758.npy,45.4412,fake
fake_10759.npy,48.3971,fake
fake_1076.npy,42.9853,fake
fake_10760.npy,46.7206,fake
fake_10761.npy,44.3824,fake
fake_10762.npy,45.7206,fake
fake_10763.npy,41.6765,fake
fake_10764.npy,39.3824,fake
fake_10765.npy,38.5294,fake
